name,length_ft,components,wholly_inside
KENMORE AVENUE,1157.231215026698,1,True
ANDERSON AVENUE,1158.8258353680603,1,True
PRIMROSE AVENUE,1160.5054928924535,1,True
HOWARD STREET,1164.2599315150605,1,True
CLARENCE AVENUE,1166.1359200793631,1,True
WOODSIDE DRIVE,1167.0640749720149,1,True
EAST BORDEN AVENUE,1168.281114746681,2,True
SOUTH GLENCOVE ROAD,1173.9146825451323,1,True
MARGUERITE AVENUE,1177.641488028752,1,True
WEST MARCELLUS STREET,1180.7262686695044,2,True
LENNOX AVENUE,1180.9943990897723,2,True
MARIPOSA STREET,1183.62483202695,1,True
LINCOLN PARK DRIVE,1187.8289580693777,1,True
SOUTH LOWELL AVENUE,1189.0077802432827,3,True
NEWBURY HOLLOW LANE,1189.6654844561058,1,True
CEDAR STREET,1189.7491436387504,1,True
WEYMOUTH ROAD,1191.6577385601825,1,True
PEARL STREET,1196.6608574844968,1,True
MILFORD DRIVE EAST,1197.0434464410578,1,False
POLK STREET,1197.2738720100813,1,False
TAFT AVENUE,1201.642790090288,1,False
HAMPTON ROAD,1203.042022107689,1,True
ASHWORTH PLACE,1206.30984953328,1,True
PHARIS STREET,1207.1740300896827,1,True
CENTENNIAL DRIVE,1207.845276915374,1,True
RIVERDALE DRIVE,1207.9468716727615,1,True
NIVEN STREET,1215.531864333302,1,True
RIDGEWAY AVENUE,1216.7209722369944,1,True
LEWIS STREET,1220.9750515206824,1,True
UNIVERSITY PLACE,1222.0791917486667,2,True
CATAWBA STREET,1222.4477516975778,1,True
MILFORD DRIVE WEST,1225.0314615890195,1,True
ELK STREET,1228.904505748201,1,True
FINEVIEW PLACE,1231.232151031689,1,True
DUKE DRIVE,1239.3812093198048,1,True
HARRINGTON ROAD,1246.7296989648883,1,True
DAKOTA STREET,1251.6875023405828,1,True
WESTWOOD ROAD,1256.513569811621,1,True
ABERDEEN TERRACE,1256.5760617933647,2,True
SOUTH FRANKLIN STREET,1257.261312698337,1,True
NORTH CROUSE AVENUE,1259.655325911574,1,True
EAST AVENUE,1262.402994982932,1,True
EAST CHELTENHAM ROAD,1267.6289513397758,1,True
EAST JEFFERSON STREET,1267.9604542138854,1,True
MELBOURNE AVENUE,1271.786666403517,1,True
HADDON ROAD,1274.1897612488997,1,True
CRESTVIEW DRIVE,1274.5315319766403,1,True
GRUMBACH AVENUE,1275.031517862775,1,True
GORDON AVENUE,1275.8819620853922,1,True
FARMERS MARKET WAY,1279.173097130831,1,True
BERTRAM PLACE,1279.3067384434169,1,True
MAINS AVENUE,1282.7556299106725,1,True
THAYER STREET,1292.2730504665246,1,True
HATHERLY ROAD,1296.4977459525185,1,True
ENGLEWOOD AVENUE,1305.4460084224804,1,True
FILLMORE AVENUE,1306.2033175632364,1,True
BERGER AVENUE,1306.2737083105912,1,True
CONCORD PLACE,1309.9661111174419,1,True
SUNHILL TERRACE,1310.3453173077187,1,True
EAST WARRINGTON ROAD,1311.7881115475543,1,True
WHITWELL DRIVE,1313.2252468564186,1,True
NELSON STREET,1316.5557807873004,1,True
STADIUM PLACE,1316.8215487040331,1,True
SALISBURY PARK DRIVE,1318.267676618014,1,True
GILBERT AVENUE,1319.6286584030247,1,True
LIME STREET,1319.7127159603808,1,True
FOREST AVENUE,1321.6582361849307,1,True
MANOR DRIVE,1323.3072730018096,1,True
WINDING RIDGE ROAD,1323.6220524170803,1,True
WALL STREET,1323.9183010032568,1,True
PINE STREET,1327.9452186462597,1,True
BRADLEY STREET,1328.0215348556933,1,True
WALNUT PLACE,1331.977797650471,1,True
FERNDALE DRIVE,1333.731140219545,1,True
EDNA ROAD,1335.849536857981,1,True
SEDGWICK STREET,1336.650555166264,1,True
RIEGEL STREET,1345.595456992876,1,True
WALTON STREET,1351.6762133219797,1,True
PECK AVENUE,1351.8970927518021,1,True
ERICKSON STREET,1352.595304521302,2,True
HASTINGS PLACE,1355.1595590119803,1,True
ROE AVENUE,1358.8200961411828,1,True
DORCHESTER AVENUE,1362.3007940409977,1,True
HARDING PLACE,1367.5749732390302,1,True
MONTANA STREET,1371.7213242030214,1,True
FARM ACRE ROAD,1374.0428638663102,1,True
SEARLWYN ROAD,1379.1768323355532,1,True
EAST KENNEDY STREET,1382.6338121305348,1,True
BRAMPTON ROAD,1383.4269592397586,1,True
ARLINGTON AVENUE,1385.4061924739174,1,True
FORMAN AVENUE,1386.4567705383322,1,True
CHAMPLIN DRIVE,1387.9370440961002,1,True
ARMSTRONG PLACE,1388.2677348446575,1,True
SYRACUSE STREET,1388.4087812770028,1,True
MAPLE STREET,1391.2089841006807,1,True
NORTHWAY STREET,1391.8797518306171,1,True
CLYDE AVENUE,1394.6761318022536,1,True
SIMON DRIVE,1395.2391347974815,1,True
CONIFER DRIVE,1400.4689658050088,1,True
LANDON AVENUE,1402.241575046176,1,True
STRONG AVENUE,1406.8170887106317,1,True
WEST COURT STREET,1406.9263139620982,1,True
TIOGA STREET,1416.0638564835847,1,True
CHAPPLE WAY,1416.085756013458,1,True
BALL AVENUE,1417.7835027751569,1,True
LORRAINE AVENUE,1421.0066792015589,1,True
HATCH STREET,1436.416148316017,1,True
LUDDINGTON STREET,1437.929720793659,2,True
SUMNER AVENUE,1438.141555568551,1,True
HOVEY STREET,1439.22683862555,1,True
MONTICELLO DRIVE SOUTH,1439.4715198039473,1,True
LIVINGSTON AVENUE,1439.7482194836775,1,True
PARKWAY DRIVE,1441.1614213755865,1,True
HAZELHURST AVENUE,1442.24639576884,1,True
DOROTHY STREET,1442.3003775552465,1,True
CAMBRIDGE STREET,1444.637072967075,1,True
TEMPLE STREET,1445.318055435992,2,True
CULBERT STREET,1448.1642581835815,1,True
SEWARD STREET,1448.5405333762337,1,True
HIGHRIDGE DRIVE,1462.3299123498623,1,True
MOORE AVENUE,1468.0181730744785,1,True
BISHOP AVENUE,1469.0637625071101,2,True
XAVIER CIRCLE,1478.124237005888,1,True
BROOKLEA PLACE,1481.7478772455495,1,True
SMITH STREET,1487.2020889030787,1,True
HEADSON DRIVE,1487.8849108825605,1,False
ROXBURY ROAD,1488.053323335372,1,True
WINTHROP ROAD,1488.551576474196,1,True
CROUSE DR,1491.4116843583886,1,True
GRAVES STREET,1491.883793799829,1,True
HARDING STREET,1493.3241178143767,1,True
BASIN STREET,1496.0448602839608,1,True
HOPE AVENUE,1498.16314985891,1,True
SABINE STREET,1499.0143341029468,1,True
MONROE STREET,1514.7309317112079,2,True
HARVARD PLACE,1517.2580879939296,1,True
HUNTLEY STREET,1517.9011890117788,2,True
GRIFFITHS STREET,1521.1393819023099,1,True
WASHINGTON SQUARE,1523.7922716246242,1,True
HUTCHINSON AVENUE,1525.193981817458,1,True
BASSETT STREET,1527.8891297196935,1,True
BELLE AVENUE,1536.2842261648568,1,True
STEDMAN STREET,1539.4669266761607,1,True
MITCHELL AVENUE,1540.4328203777204,1,True
DAVIS STREET,1544.538444834146,1,True
DUDLEY STREET,1544.5995920680275,1,True
TEX SIMONE DRIVE,1555.972668314651,1,True
CHERRY STREET,1558.8350274230822,2,True
HARFORD ROAD,1562.0972447322624,1,True
BROADVIEW DRIVE,1565.2309665975633,1,False
LILAC STREET,1571.6830067682504,1,True
STERLING AVENUE,1572.5617765917782,1,True
DALE STREET,1575.2288195896363,1,True
EDISON STREET,1578.415146258311,2,True
LAMSON STREET,1580.947326635821,1,False
BURNET PARK DRIVE,1581.845968518011,1,True
MAGNOLIA STREET,1587.7033201351103,1,True
WEST TAYLOR STREET,1588.7380075969172,1,True
ROCK CUT ROAD,1589.629395347168,1,False
HIER AVENUE,1590.2834514421227,1,True
HALL AVENUE,1591.277387485349,1,True
ALBERT ROAD,1613.7742004364063,2,True
AUSTIN AVENUE,1616.4582493368198,1,True
MARY STREET,1618.111160881176,1,True
DEFOREST ROAD,1620.3598998199468,1,True
RICHFIELD AVENUE,1621.1591674313374,1,True
CLIFTON PLACE,1623.2539166316333,1,True
DELRAY AVENUE,1623.5067878446694,1,True
MILNOR AVENUE,1624.8650821643173,1,True
HARWOOD AVENUE,1625.8562297601354,1,True
NORTH GLENCOVE ROAD,1635.818614536388,1,True
FOURTH NORTH STREET,1653.9394648957518,1,True
BURDICK AVENUE,1659.1799150988263,2,True
BERKSHIRE AVENUE,1665.7733358140317,2,True
MASSENA STREET,1669.9986855234679,1,True
BRIGGS STREET,1673.2056981049213,2,True
ARNOLD AVENUE,1673.2430387046566,1,True
SHERWOOD AVENUE,1682.938940231631,1,True
WEST DIVISION STREET,1686.2686380247544,2,True
MARTIN LUTHER KING EAST,1688.9444381741505,1,True
LYNCH AVENUE,1690.4243485142038,1,False
NIAGARA STREET,1690.4661546445952,2,True
CHEMUNG STREET,1691.041179193571,1,False
GREENWOOD PLACE,1692.7494392104395,1,True
KENWOOD AVENUE,1700.3511076022091,2,True
GRACE STREET,1713.4869432164694,1,True
LATTER DRIVE,1713.6062287949317,1,True
CRADDOCK STREET,1720.6143768593422,2,True
PAUL AVENUE,1727.2362402366466,1,True
HILLVIEW AVENUE,1727.67016025509,1,True
MAPLEHURST AVENUE,1731.4073806985946,1,True
HOMECROFT ROAD,1733.7595584428911,1,True
CRAIG STREET,1735.001567342306,1,True
MILBURN DRIVE,1736.157971697036,1,True
RIGI AVENUE,1737.1520804285321,1,True
WEST WASHINGTON STREET,1738.7081907918266,1,True
WEST WATER STREET,1741.936751850892,2,True
DAKIN STREET,1748.4994033848157,1,True
WEST CORNING AVENUE,1749.4981468728588,1,True
ELMHURST AVENUE,1757.7885852365268,1,True
GIFFORD PARKWAY,1758.7256204921846,1,True
CLEVELAND AVENUE,1759.7795852185302,1,True
WESTMINSTER AVENUE,1768.087384978727,1,True
BAKER AVENUE,1768.9941030671678,1,True
MERRITT AVENUE,1773.780799810988,1,True
STRATFORD STREET,1776.268963228765,1,True
SUNSET AVENUE,1779.7183668451773,1,True
EAST ONONDAGA STREET,1784.8763397567384,3,True
SIXTH NORTH STREET,1785.7235964861975,2,True
WEBSTER AVENUE,1787.2162897501987,1,True
MARLBOROUGH ROAD,1794.1599524137982,2,True
GRANT AVENUE,1796.6032030331032,1,True
LYDELL STREET,1800.109961468386,1,True
WEST BORDEN AVENUE,1807.563499929247,1,True
MCLENNAN AVENUE,1812.1525831392044,1,True
PROSPECT AVENUE,1812.5954165300882,2,True
MERRILL STREET,1813.2290718046354,1,True
CHAFFEE AVENUE,1815.2691400648548,1,True
JASPER STREET,1816.174971248237,1,True
PEAT STREET,1818.5432092717178,1,True
MILES AVENUE,1818.6121590395032,1,True
ATLANTIC AVENUE,1820.6045511808102,1,True
WHEATON ROAD,1829.56219096072,1,True
WELLESLEY ROAD,1833.0783685439437,1,True
NORTH BEECH STREET,1835.0107846466267,1,True
SPRINGFIELD ROAD,1839.9767593080187,1,False
HOUSTON AVENUE,1843.4160923071302,1,True
WYOMING STREET,1846.3745156933635,1,True
ESSEX STREET,1851.394476573388,1,False
HUBBELL AVENUE,1853.5653912092198,1,True
CLAIRMONTE AVENUE,1864.9996645212523,1,True
SENECA DRIVE,1871.119907577237,1,True
TWIN HILLS DRIVE,1872.7574679068723,1,True
BEECHER STREET,1874.0757611223985,1,True
GERTRUDE STREET,1899.03918854861,1,True
PARRISH LANE,1907.3653482403809,1,True
HARTSON STREET,1925.0183578757642,1,True
MONTICELLO DRIVE NORTH,1925.2068184036768,1,True
NORTH AVENUE,1930.9075936765728,1,True
CONSERVATION PLACE,1939.714955965375,1,True
VAN BUREN STREET,1941.4879382452134,2,True
HURLBURT ROAD,1946.5371932656667,1,True
MARYLAND AVENUE,1946.9354655802674,1,True
LEAVENWORTH AVENUE,1951.765993024776,2,True
IVY RIDGE ROAD,1967.8209792709195,1,True
WAINWRIGHT AVENUE,1977.7766167657485,1,True
CHINOOK DRIVE,1984.4534902193184,1,True
RENWICK AVENUE,1987.49267621744,2,True
SOUTH ORCHARD ROAD,1987.770234583597,2,False
FENWAY DRIVE,1992.8743262028472,1,True
MATHER STREET,2001.1993823500995,1,True
PUTNAM STREET,2007.1720568122325,1,True
MAPLEWOOD AVENUE,2009.6524656995819,1,True
COOLIDGE AVENUE,2010.4951703201934,1,True
NORTH ALVORD STREET,2010.892331363595,1,True
OAKLEY DRIVE EAST,2025.3089153995722,1,True
LOMA AVENUE,2044.2595919711775,2,True
MALVERNE DRIVE,2048.5115368428314,2,True
PALMER AVENUE,2054.1282351850655,1,True
SOUTH ALVORD STREET,2057.988827599883,1,True
CROLY STREET,2058.692920269111,1,True
EAST RAYNOR AVENUE,2062.9082892344486,3,True
MANLEY FIELD HOUSE,2070.5064136254796,2,True
MILDRED AVENUE,2078.4940330347936,1,True
LOOMIS AVENUE,2085.3087123692426,1,True
RIDER AVENUE,2090.437840922955,1,True
NBT BANK PARKWAY,2108.77366137553,1,True
KENSINGTON PLACE,2108.9240178087516,1,True
DOLL PARKWAY,2110.1983309269526,2,True
ARTHUR STREET,2110.478081423427,1,True
WARNER AVENUE,2115.353161380946,2,True
LINCOLN AVENUE,2117.7206810736147,1,True
GARFIELD AVENUE,2119.433010704039,2,True
CARLTON ROAD,2123.8706179518226,1,True
HOLLAND STREET,2126.387061098874,1,True
LAKEVIEW AVENUE,2131.0905676195543,1,True
MARSHALL STREET,2142.4516609572092,1,True
HOEFLER STREET,2152.0408694894627,1,True
BARRINGTON ROAD,2153.819411628331,1,True
FOBES AVENUE,2160.0629653467718,1,False
SHUART AVENUE,2163.330184418192,1,True
VINCENT STREET,2166.5410876603873,2,True
FURMAN STREET,2168.013829675615,1,True
HERKIMER STREET,2171.3909125582727,1,True
WEST BEARD AVENUE,2176.1938960053103,2,True
COLDBROOK DRIVE,2187.2659194747544,2,True
ERIE STREET,2191.3538161758233,1,True
GOODRICH AVENUE,2197.89956464074,1,True
ELLIOTT STREET,2207.7534976678417,3,True
FARMER STREET,2213.910051453121,1,True
CARLTON DRIVE,2216.4290804048096,2,True
WALRATH ROAD,2217.640341449349,1,True
KENSINGTON ROAD,2219.1022918818917,1,True
KELLOGG STREET,2221.875769363769,1,True
HOOD AVENUE,2229.3920660932395,1,True
ONEIDA STREET,2233.9951036446464,1,True
ASH STREET,2236.870249732714,1,True
HOPPER ROAD,2246.6602090893252,1,True
ACADEMY GREEN,2249.5815120600064,1,True
ACADEMY PLACE,2256.016373274381,1,True
FABIUS STREET,2262.9741319964533,1,True
WOODRUFF AVENUE,2273.891851745759,2,True
VANN STREET,2277.997404217552,1,True
PULASKI STREET,2281.803192178199,1,True
MARTIN STREET,2320.2053510565033,2,True
ROOSEVELT AVENUE,2332.9679922552787,1,True
HIGHLAND AVENUE,2342.1219109267477,1,True
VILLAGE DRIVE,2342.360997451007,1,True
EDGEMONT DRIVE,2344.2933393257313,1,True
SCOTTHOLM TERRACE,2344.799030192891,1,True
WEST JEFFERSON STREET,2356.5586536813803,2,True
HUNT AVENUE,2373.434617695552,1,True
WEST PLEASANT AVENUE,2392.0372437878655,1,True
ONONDAGA CREEK BOULEVARD EAST,2392.897808235181,1,True
HILLSIDE STREET,2396.1796382989023,1,False
LOMBARD AVENUE,2403.194664232902,1,True
PLEASANTVIEW AVENUE,2411.2034226484557,2,False
KENWICK DRIVE,2412.4895143909316,1,False
SCOVILLE AVENUE,2418.348657212708,1,True
WEST CALTHROP AVENUE,2446.4685684335655,2,True
EAST GENESEE PARKWAY,2454.6917010824072,2,True
COUGHLIN AVENUE,2457.070150259663,1,True
SUNRISE DRIVE,2472.7607313646913,1,True
BOSTON STREET,2481.9245463675393,1,True
MOUNT OLYMPUS DRIVE,2486.1407150336354,1,True
WAVERLY AVENUE,2489.2366902789404,1,True
CLARENDON STREET,2498.1913172045674,1,True
OSWEGO STREET,2511.673117909904,1,True
HICKORY STREET,2513.303250592712,2,True
AINSLEY DRIVE,2513.6484400123304,1,True
NORTH FRANKLIN STREET,2519.5994217500543,1,True
EAST TAYLOR STREET,2525.4209565853116,1,True
RIDGEWOOD DRIVE,2529.65343154026,1,True
CHARMOUTH DRIVE,2538.5636396761574,1,True
ALANSON ROAD,2538.8625895427376,1,True
DOUGLAS STREET,2539.9419215349058,1,True
CROSSETT STREET,2542.303044424977,1,True
TRACY STREET,2546.807726078852,1,True
BURNS AVENUE,2549.4025303610706,1,False
ROBINSON STREET,2558.8350271921167,2,True
SEVENTH NORTH STREET,2563.4763409197517,1,False
LONGMEADOW DRIVE,2571.5215235386136,1,True
WINTON STREET,2571.6610607676575,2,True
STRATHMORE DRIVE,2580.3280883153693,2,True
CLOVER RIDGE DRIVE,2582.593373675412,1,False
DEWITT ROAD,2608.500981308598,1,True
NORWOOD AVENUE,2616.278378457606,1,False
EAST LAUREL STREET,2635.766139657626,2,True
HUDSON STREET,2637.877532497081,2,True
CAYUGA STREET,2638.9026452450403,1,True
BRUCE STREET,2642.32227337957,1,True
SEELEY ROAD,2650.0463101837204,1,True
LILLIAN AVENUE,2655.100845455291,1,False
STANDISH DRIVE,2657.7896236705965,1,False
HIXSON AVENUE,2661.054242238641,2,True
ASHDALE AVENUE,2661.281250741794,1,False
ROSS PARK,2661.36822009782,1,True
NORTH COLLINGWOOD AVENUE,2665.0454823075975,1,False
NORTH EDWARDS AVENUE,2666.6916997926314,1,False
NORTH MIDLER AVENUE,2669.6882471396675,1,False
REMINGTON AVENUE,2681.561103175399,1,True
EVANS STREET,2696.175837605372,2,True
REED AVENUE,2705.152950892928,1,True
NOTTINGHAM ROAD,2751.05089321133,1,False
BOYDEN STREET,2753.969632262386,2,True
COLUMBUS AVENUE,2754.342292980553,2,True
GREEN STREET,2756.956252107775,1,True
BURT STREET,2770.5611948507117,1,True
EAST GLEN AVENUE,2776.619054131169,3,True
LEXINGTON AVENUE,2777.722882413213,1,True
ROWLAND STREET,2780.3316191111358,1,True
WOLCOTT AVENUE,2788.9429278705825,1,True
PLUM STREET,2800.9884886438267,2,True
VINE STREET,2804.7037026223425,3,True
BEATTIE STREET,2810.5274480017883,1,True
TULLY STREET,2816.0156864395776,2,True
NORTH LOWELL AVENUE,2845.88321322079,1,True
MERRIMAN AVENUE,2850.0019594545734,1,True
TENNYSON AVENUE,2879.3971011861904,2,True
LOCKWOOD ROAD,2882.23604916528,1,True
HAZELWOOD AVENUE,2882.2383704977296,2,True
DESTINY USA DRIVE,2901.8730013836494,1,True
MELROSE AVENUE,2931.4598346962425,1,True
WEST KIRKPATRICK STREET,2978.1416928586304,2,True
ELM STREET,2987.194037014984,1,True
WENDELL TERRACE,2996.1500238483136,1,True
JOHN STREET,3014.233381893208,2,True
TYSON PLACE,3015.563260863329,1,True
RESTORATION WAY,3018.7933021733747,3,False
MERTENS AVENUE,3021.6006789739763,2,True
DORWIN AVENUE,3050.5602454706045,1,True
LIBERTY STREET,3055.108073239603,2,True
RICHMOND AVENUE,3059.0749839870414,1,True
CADILLAC STREET,3105.6938854215005,2,False
MARTIN LUTHER KING WEST,3108.6962722360254,1,True
WEST MATSON AVENUE,3114.0257149859344,2,True
KIRK AVENUE,3138.2496030455754,1,True
ACKERMAN AVENUE,3157.5263129297564,1,True
WILKINSON STREET,3173.7890911708982,1,True
SOUTH AVERY AVENUE,3207.5291374078897,1,True
HAMILTON STREET,3232.6280861343325,1,True
DELAWARE STREET,3235.1933986598788,1,True
BRYANT AVENUE,3240.878463210787,1,True
RICH STREET,3254.234201536287,1,True
BERKELEY DRIVE,3263.7934077290242,1,True
MARCELLUS STREET,3265.837869102164,1,True
SCHUYLER STREET,3291.370136780706,1,True
WILLUMAE DRIVE,3296.5391684232277,1,True
GENESEE PARK DRIVE,3310.1835180166354,1,True
HELEN STREET,3339.901769880448,1,True
SUMMIT AVENUE,3354.0322662720773,2,True
SECOND NORTH STREET,3355.1151499510006,1,True
LAMBRETH LANE,3355.589147844633,1,True
SOUTH WEST STREET,3363.974577568258,2,True
ULSTER STREET,3383.0747999729833,1,True
OTISCO STREET,3397.461963094205,1,True
KIMBER ROAD,3404.0895167562735,1,False
TOMPKINS STREET,3406.0511992398815,1,True
WEST STREET ARTERIAL SOUTHBOUND,3407.3060120669425,2,True
JENSEN AVENUE,3408.36524049915,1,True
SOUTH WARREN STREET,3418.2056510172524,1,True
WEST OSTRANDER AVENUE,3422.939693357687,1,True
OAKWOOD AVENUE,3434.7638911741224,2,True
SMALL ROAD,3452.9356810359654,2,True
PLYMOUTH DRIVE,3461.115681836413,1,True
WEST KENNEDY STREET,3478.388538369155,1,True
COLERIDGE AVENUE,3480.825201146291,1,True
BARNES AVENUE,3494.5466818762407,2,True
FITCH STREET,3528.5077343051153,3,True
EAST DIVISION STREET,3530.1237682063556,2,True
MOSLEY DRIVE,3542.2141799277924,1,True
CORTLAND AVENUE,3558.4593344793516,1,True
SOUTH WILBUR AVENUE,3576.2153014325295,1,True
THURBER STREET,3578.0370240728266,1,True
DURSTON AVENUE,3603.3830637067754,1,True
CATHERINE STREET,3654.0956610315347,1,True
WHITTIER AVENUE,3661.2137546697145,1,True
AUDUBON PARKWAY,3705.0347901537507,1,True
HANCOCK DRIVE,3706.185665011323,1,True
SOUTH CROUSE AVENUE,3711.1960285469,1,True
ROBERTS AVENUE,3713.8919487224125,1,True
MYRTLE STREET,3754.593419289946,2,True
FAYETTE BOULEVARD,3767.5565412820456,1,True
SOUTH MCBRIDE STREET,3794.701556914703,2,True
ONONDAGA CREEK BOULEVARD,3796.358868165408,1,True
DARLINGTON ROAD,3819.1666682902082,1,True
WALNUT AVENUE,3852.3461976355034,1,True
UNIVERSITY AVENUE,3864.773688687506,1,True
SOUTH EDWARDS AVENUE,3873.8388305030107,1,True
BALLANTYNE ROAD,3875.7165407455236,1,True
BEAR STREET,3878.9831166831136,1,True
SALISBURY ROAD,3895.1105717149044,1,False
NICHOLS AVENUE,3928.558610220377,1,True
SCOTTHOLM BOULEVARD,3936.4791288493357,1,True
SOUTH COLLINGWOOD AVENUE,3950.830169824123,1,True
VELASKO ROAD,3962.9126899772527,1,False
ROBINEAU ROAD,3974.534357454173,1,True
TALLMAN STREET,3980.8335421411816,1,True
CANNON STREET,4014.2308004575298,2,True
DANFORTH STREET,4014.575407896277,1,True
HILLSDALE AVENUE,4032.087912167445,1,True
MOUNTAINVIEW AVENUE,4033.820347794432,2,True
EAST WILLOW STREET,4041.523829346338,1,True
WOODBINE AVENUE,4101.180980187973,1,True
POND STREET,4114.117765835129,1,True
ALLEN STREET,4126.298269991452,1,True
SCOTT AVENUE,4148.078188100352,1,False
SHONNARD STREET,4171.374857363574,2,True
SKYTOP ROAD,4193.379149088695,1,False
STAFFORD AVENUE,4239.080077411769,1,True
WEST BELDEN AVENUE,4268.664167819398,1,True
DEMONG DRIVE,4301.854766518159,1,True
HICKOK AVENUE,4306.6004390693315,1,True
WEST BEAR STREET,4321.460499133504,1,True
BROAD STREET,4341.611577966769,1,True
STINARD AVENUE,4358.447382032938,2,True
KIRK PARK DRIVE,4361.282874587325,1,True
WEST STREET ARTERIAL NORTHBOUND,4370.22633794198,1,True
OSTROM AVENUE,4408.025569518033,1,True
BRATTLE ROAD,4480.263717709535,2,True
DEWITT STREET,4485.867935787002,1,True
STATE FAIR BOULEVARD,4553.67689473739,3,False
BROOKFORD ROAD,4597.36538366281,1,True
IRVING AVENUE,4601.596843803997,1,True
WEST LAFAYETTE AVENUE,4604.085144518924,2,True
ONONDAGA AVENUE,4637.490644177236,1,True
SHOTWELL PARK,4649.388029097598,1,True
BUCKINGHAM AVENUE,4741.269925180038,1,True
SOUTH BEECH STREET,4742.158475841669,1,True
RUGBY ROAD,4751.075406712599,4,True
SLOCUM DRIVE,4801.075312792343,1,True
WINKWORTH PARKWAY,4814.008002604934,1,False
GIFFORD STREET,4828.626969974155,1,True
WEST NEWELL STREET,4941.67356410127,1,True
GENANT DRIVE,4943.0764861378475,1,True
NORTH GEDDES STREET,4967.233974987504,1,True
SOUTH CLINTON STREET,4978.872407303388,2,True
HARBORSIDE DRIVE,4982.015480100233,1,True
LAFAYETTE ROAD,5027.975792588887,1,False
BRADFORD PARKWAY,5049.937704313781,1,True
FOREST HILL DRIVE,5087.838619017736,1,True
THOMPSON ROAD,5104.063330557497,1,False
WEST BRIGHTON AVENUE,5137.69894996339,1,True
NORTH TOWNSEND STREET,5160.579944086288,1,True
SEYMOUR STREET,5168.819265368967,1,True
NORTH MCBRIDE STREET,5171.63432566886,3,True
SOLAR STREET,5199.52346578724,1,True
SUNNYCREST ROAD,5207.343963231028,1,True
MONTGOMERY STREET,5222.965298170115,4,True
HIGHLAND STREET,5299.953119696903,2,True
CRAWFORD AVENUE,5358.520613973959,1,True
GLENCOVE ROAD,5371.869076520492,2,True
TURTLE STREET,5398.33476777363,1,True
EAST SENECA TURNPIKE,5406.468251500166,1,False
FELLOWS AVENUE,5408.650586011883,1,True
GRAND AVENUE,5409.163439612851,1,False
NORTH CLINTON STREET,5420.96960055065,2,True
WOLF STREET,5442.727375303985,1,False
KIRKPATRICK STREET,5558.275599407462,2,True
HIAWATHA BOULEVARD EAST,5597.516938251812,1,False
CUMBERLAND AVENUE,5608.1706821876205,3,True
SOUTH MIDLER AVENUE,5624.334888189403,1,True
AVERY AVENUE,5904.526710203395,1,True
LANCASTER AVENUE,6013.846958797169,2,True
HILLSBORO PARKWAY,6031.079858152172,1,True
STOLP AVENUE,6045.237864384094,1,True
MADISON STREET,6084.083650055271,3,True
EAST ADAMS STREET,6092.570440518209,1,True
EAST WASHINGTON STREET,6246.419944502166,3,True
WADSWORTH STREET,6316.7011231177175,1,True
SPRING STREET,6430.52558049917,2,True
WEST SENECA TURNPIKE,6445.372437383686,1,False
EAST WATER STREET,6564.209145155519,1,True
VAN RENSSELAER STREET,6586.693081836831,1,True
CARBON STREET,6604.288156584559,1,True
WEST COLVIN STREET,6610.431663115502,3,True
NORTH STATE STREET,6659.143046488397,1,True
HARRISON STREET,6710.205948952,1,True
FIRST NORTH STREET,6744.067326565978,1,True
ALMOND STREET,6794.42885406269,1,True
NORTHCLIFFE ROAD,6865.019536003678,1,False
MILTON AVENUE,6934.95493210314,2,False
SEDGWICK DRIVE,6946.128401414759,1,True
EMERSON AVENUE,7020.694484787517,5,True
CALEB AVENUE,7076.02460236549,2,True
EAST BRIGHTON AVENUE,7222.316931564938,3,True
SPENCER STREET,7249.8848959393345,2,True
HAWLEY AVENUE,7318.329758550497,3,True
LEMOYNE AVENUE,7365.370250684535,2,False
SOUTH TOWNSEND STREET,7448.307057497416,1,True
JAMESVILLE AVENUE,7473.893754380291,1,False
OAK STREET,7578.662268157189,1,True
CANAL STREET,7690.267449232346,2,True
PARK AVENUE,8028.102581368817,3,True
WESTCOTT STREET,8206.191310053606,1,True
WILLIS AVENUE,8224.059337119874,1,False
SALT SPRINGS ROAD,8472.033208775092,1,True
TEALL AVENUE,8942.8765078226,1,False
HIAWATHA BOULEVARD WEST,9075.982019035315,1,True
COURT STREET,9083.144476270258,1,False
NORTH SALINA STREET,9248.001014078452,1,True
BUTTERNUT STREET,9637.019115755242,1,True
GLENWOOD AVENUE,10363.880854621599,1,True
EAST COLVIN STREET,10422.478727782374,1,False
SOUTH GEDDES STREET,10637.502181229731,1,True
WEST FAYETTE STREET,10676.839458988448,2,True
WEST ONONDAGA STREET,10886.490744183451,1,True
BELLEVUE AVENUE,11059.168543955635,1,False
WESTMORELAND AVENUE,11073.991302160586,2,True
EUCLID AVENUE,11253.24816836888,1,True
SOUTH STATE STREET,11371.5672757507,1,True
COMSTOCK AVENUE,11432.617129697146,1,True
SOUTH AVENUE,11839.773760226592,1,False
WEST GENESEE STREET,12177.66220116608,1,False
LODI STREET,12444.74360519469,1,True
PARK STREET,12909.35185570101,2,False
EAST FAYETTE STREET,12981.301727622304,1,True
VALLEY DRIVE,13357.184063251032,1,True
ERIE BOULEVARD WEST,13877.294445198346,1,True
GRANT BOULEVARD,14049.40482799325,1,True
